"","CustomerID","Amount","Frequency","Recency"
"229",13426,46.5236245107027,33.3333333333333,74
"230",13448,57.3725644271766,100,24
"231",13451,29.2115947090409,0,78
"232",13455,47.3581583504315,33.3333333333333,88
"233",13458,83.4533839728758,100,96
"234",13468,76.886977779718,100,82
"235",13473,17.1825206268826,33.3333333333333,86
"236",13481,0,0,10
"237",13487,14.0532006228082,0,40
"238",13488,83.4533839728758,66.6666666666667,84
"239",13491,24.5114302760437,66.6666666666667,82
"240",13495,58.9834257359468,66.6666666666667,28
"241",13496,33.8768353196257,33.3333333333333,30
"242",13497,9.20388236492484,33.3333333333333,10
"243",13502,8.33806260095167,0,100
"244",13506,21.9088779266891,0,8
"245",13520,71.9227019397273,33.3333333333333,98
"246",13523,41.2501273264359,0,14
"247",13527,8.03611705301145,0,94
"248",13531,22.2239199080339,0,14
"249",13534,31.6933688392195,100,82
"250",13564,87.1916881302659,33.3333333333333,38
"251",13565,8.0164724029045,0,78
"252",13569,8.60872222464749,0,12
"253",13576,70.0062571848489,66.6666666666667,82
"254",13579,11.9832365652421,0,8
"255",13593,40.7335457865863,0,74
"256",13599,51.5664789511212,100,88
"257",13611,22.056576592308,0,28
"258",13614,14.9699509611327,0,86
"259",13627,22.6415506177151,0,32
"260",13629,48.0202558169992,0,70
"261",13634,26.3383827359905,0,92
"262",13649,14.3915251524279,0,14
"263",13652,22.4676590852869,0,10
"264",13656,11.8377206385239,0,72
"265",13668,27.0819691215203,66.6666666666667,78
"266",13672,0,33.3333333333333,82
"267",13680,63.4071099081795,66.6666666666667,74
"268",13693,0,33.3333333333333,96
"269",13694,83.4533839728758,100,86
"270",13700,11.3509698636516,33.3333333333333,92
"271",13705,23.1472184630608,0,0
"272",13715,66.6790355204377,100,72
"273",13747,5.79153388338354,0,0
"274",13748,14.8426245252543,0,0
"275",13750,23.6783515955821,0,74
"276",13756,73.0780983978697,66.6666666666667,30
"277",13758,83.0350256835611,66.6666666666667,78
"278",13764,36.3709783035753,0,72
"279",13767,83.4533839728758,100,80
"280",13769,45.4460790733546,66.6666666666667,94
"281",13777,83.4533839728758,100,88
"282",13782,13.9651634871437,0,92
"283",13784,8.26821495612695,0,82
"284",13786,16.7634347579343,0,12
"285",13787,7.74144730140714,0,18
"286",13798,83.4533839728758,100,82
"287",13802,0,0,26
"288",13807,8.19254667423349,0,12
"289",13817,9.36394988431484,0,44
"290",13829,0,0,28
"291",13831,29.6852490505086,0,8
"292",13838,17.3243986554328,0,8
"293",13842,44.6421035782366,33.3333333333333,74
"294",13846,29.9326261259295,0,26
"295",13848,23.2825482749087,0,14
"296",13854,67.3440433055398,100,88
"297",13859,14.6359919093145,0,94
"298",13862,30.2309337757018,33.3333333333333,88
"299",13869,23.5459321022686,0,32
"300",13874,39.32204129742,0,30
"301",13880,7.11572881651897,0,12
"302",13883,0,0,94
"303",13890,13.8494783254027,0,30
"304",13898,11.3451492265828,0,96
"305",13922,12.5325591886032,0,44
"306",13929,30.0381251728002,0,94
"307",13941,74.1781988038591,33.3333333333333,4
"308",13948,7.42131226262714,0,26
"309",13953,36.3789816795448,0,42
"310",13958,0,0,2
"311",13959,15.6240450517309,0,22
"312",13963,26.6810727434118,33.3333333333333,68
"313",13969,23.1072015832133,0,16
"314",13982,65.7586472839452,33.3333333333333,94
"315",13983,48.0158903391976,66.6666666666667,94
"316",13984,20.7178300665008,33.3333333333333,96
"317",13993,23.5117358594898,0,86
"318",13999,21.980180730781,0,24
"319",14001,21.9176088822922,0,0
"320",14016,54.8405873022802,0,32
"321",14030,49.2207622124241,33.3333333333333,14
"322",14031,83.4533839728758,100,98
"323",14032,44.4020022991516,100,44
"324",14037,8.13434030354622,0,18
"325",14040,21.0779819851283,0,84
"326",14045,91.0747806347405,66.6666666666667,72
"327",14047,20.1990657877505,100,74
"328",14051,83.4533839728758,66.6666666666667,38
"329",14057,67.3680534334483,33.3333333333333,26
"330",14060,92.8900918205498,100,80
"331",14062,83.4533839728758,100,100
"332",14078,9.91254492804237,0,0
"333",14081,30.8144526418416,0,8
"334",14082,13.2601388221941,0,18
"335",14083,33.4606597692117,66.6666666666667,38
"336",14085,83.4533839728758,100,100
"337",14090,5.55288776356572,0,98
"338",14092,43.3513773082464,66.6666666666667,42
"339",14099,44.9746074707877,33.3333333333333,88
"340",14101,54.6848852606918,0,94
"341",14107,25.3554226510092,33.3333333333333,38
"342",14113,29.7034385413483,33.3333333333333,38
"343",14114,14.1972613902592,0,86
"344",14119,0,0,38
"345",14135,83.4533839728758,100,94
"346",14142,22.6866605549977,0,0
"347",14146,90.3239184528747,0,32
"348",14150,22.2770332212861,0,28
"349",14156,83.4533839728758,66.6666666666667,88
"350",14159,14.0582936802433,0,22
"351",14161,20.6014173251262,0,8
"352",14167,10.793643864321,0,84
"353",14175,23.4702638203751,0,88
"354",14176,20.2158001193231,66.6666666666667,94
"355",14180,83.4533839728758,100,98
"356",14185,14.3806114579241,0,84
"357",14189,49.187293549279,33.3333333333333,70
"358",14201,4.89224545626519,0,28
"359",14205,0,0,16
"360",14206,0,0,26
"361",14209,25.3161333507952,0,82
"362",14210,48.6467018815209,33.3333333333333,68
"363",14213,0,0,4
"364",14215,55.4459335574279,33.3333333333333,86
"365",14217,19.902940876879,100,82
"366",14220,22.7717873721279,0,30
"367",14221,22.7696046332271,0,68
"368",14229,32.8880545975757,33.3333333333333,86
"369",14236,13.7730824638757,0,2
"370",14237,11.7140321008134,0,0
"371",14238,10.6845069192823,0,94
"372",14242,10.0660642307301,0,96
"373",14243,34.3417587054903,33.3333333333333,32
"374",14256,38.1149866852927,0,18
"375",14258,83.4533839728758,0,72
"376",14264,0,0,2
"377",14270,35.8442106488555,0,84
"378",14282,41.5447970780402,0,12
"379",14290,56.5736819894937,0,24
"380",14292,0,0,94
"381",14293,26.550835988999,0,10
"382",14295,0,0,82
"383",14298,83.4533839728758,100,74
"384",14299,24.0421414123776,100,88
"385",14307,92.4433579255249,33.3333333333333,98
"386",14309,8.3598899899594,33.3333333333333,100
"387",14312,22.5222275578062,0,72
"388",14320,25.6479096637127,0,82
"389",14321,23.7787575850177,0,80
"390",14329,83.4533839728758,0,88
"391",14334,23.2934619694125,0,30
"392",14344,25.8763696686602,66.6666666666667,30
"393",14355,12.6889888098252,0,16
"394",14373,5.56962209513831,0,30
"395",14388,21.7800963315435,33.3333333333333,14
"396",14390,15.8430465214418,33.3333333333333,2
"397",14395,50.156429621222,33.3333333333333,78
"398",14396,8.02884125667554,0,4
"399",14401,17.9988649757716,0,28
"400",14404,27.3919180454301,66.6666666666667,92
"401",14409,12.9218142925743,66.6666666666667,10
"402",14413,8.9274021041603,0,22
"403",14414,15.8030296415943,0,30
"404",14415,79.8795128126773,66.6666666666667,96
"405",14419,9.02926325286303,0,18
"406",14426,0,66.6666666666667,72
"407",14428,14.8098834417427,0,96
"408",14437,4.58375169162265,0,16
"409",14440,47.7801545379142,0,16
"410",14441,0,0,16
"411",14443,20.9492003899827,66.6666666666667,10
"412",14448,7.44677754980283,0,18
"413",14449,15.296634216615,0,2
"414",14462,7.9524453951485,0,68
"415",14466,27.6298365856143,0,2
"416",14472,44.6835756173513,33.3333333333333,78
"417",14479,12.6889888098252,0,16
"418",14487,8.17435718339372,33.3333333333333,10
"419",14491,9.2548129392762,0,2
"420",14496,22.1431585687053,0,0
"421",14498,12.0938286695479,0,24
"422",14505,98.6576155760248,66.6666666666667,74
"423",14506,19.6228227179465,0,8
"424",14514,18.5714701474076,0,84
"425",14524,20.0411810072612,0,26
"426",14525,52.8914014638902,33.3333333333333,94
"427",14527,100,100,98
"428",14532,16.1959226437334,0,42
"429",14533,31.5405771161654,0,42
"430",14543,18.5096258785524,0,18
"431",14544,81.6286142518299,0,24
"432",14553,14.6927431207346,0,68
"433",14560,28.9736761688567,33.3333333333333,44
"434",14565,84.9383740050349,0,24
"435",14572,23.3320236899929,33.3333333333333,98
"436",14573,30.0563146636399,0,2
"437",14576,2.57563190291177,0,2
"438",14577,25.2397374892682,0,22
"439",14587,16.0685962078549,0,84
"440",14589,2.89212904352381,0,4
"441",14594,18.5532806565679,0,0
"442",14606,83.4533839728758,100,98
"443",14608,14.8426245252543,0,22
"444",14618,14.3296808835727,33.3333333333333,72
"445",14621,22.2421093988737,0,30
"446",14625,39.862632965178,33.3333333333333,24
"447",14639,48.4269728321765,33.3333333333333,30
"448",14643,24.2094847281035,33.3333333333333,40
"449",14646,83.4533839728758,100,100
"450",14653,25.0876733458477,0,70
"451",14657,30.27313339445,0,94
"452",14667,83.4533839728758,100,94
"453",14669,61.2949462318651,33.3333333333333,82
"454",14672,20.7563917870811,0,74
"455",14673,27.1743717349864,0,12
"456",14679,0,0,4
"457",14680,83.4533839728758,100,72
"458",14684,12.2495307111363,0,22
"459",14688,54.3647502219118,33.3333333333333,96
"460",14696,42.7089244917856,66.6666666666667,96
"461",14702,56.6093333915397,66.6666666666667,78
"462",14708,28.3290406134951,33.3333333333333,26
"463",14709,22.8532762910901,0,30
"464",14713,30.9839786964683,33.3333333333333,30
"465",14715,10.0369610453864,0,84
"466",14723,34.2690007421312,66.6666666666667,30
"467",14729,22.808893933441,0,0
"468",14732,14.7771423582311,0,68
"469",14733,83.4533839728758,100,82
"470",14735,65.9478179886789,100,100
"471",14737,31.5769560978449,0,40
"472",14739,68.6427729514995,33.3333333333333,70
"473",14741,36.0370192517571,33.3333333333333,24
"474",14744,16.3705417557952,0,14
"475",14748,26.662883252572,66.6666666666667,84
"476",14755,35.5393547823809,0,78
"477",14761,7.09390142751124,0,78
"478",14766,9.46581103301756,66.6666666666667,16
"479",14769,62.6329651780387,66.6666666666667,98
"480",14770,20.2703685918424,0,100
"481",14775,29.5804775832715,0,2
"482",14777,0,0,30
"483",14779,19.102603279929,0,100
"484",14784,8.3438832380204,0,100
"485",14794,13.030951237613,0,78
"486",14796,70.030994892391,100,24
"487",14800,83.4533839728758,66.6666666666667,78
"488",14810,23.7911264387887,33.3333333333333,78
"489",14813,11.3087702449033,33.3333333333333,8
"490",14821,3.55058861192357,0,14
"491",14825,28.8434394144439,33.3333333333333,30
"492",14828,42.3451346749902,0,74
"493",14829,24.1869297594622,100,28
"494",14841,28.7510368009779,0,30
"495",14849,41.2457618486343,100,30
"496",14850,0,0,12
"497",14865,2.70659623695814,0,2
"498",14866,7.54354564107041,0,14
"499",14867,21.2300461285488,33.3333333333333,74
"500",14871,10.2152180556162,0,26
"501",14878,23.4287917812605,0,30
"502",14889,9.88780722050028,0,74
"503",14896,18.714803335225,0,16
"504",14898,13.1328123863157,100,94
"505",14901,35.7059705184732,100,26
"506",14907,69.806900365245,100,26
"507",14911,83.4533839728758,100,100
"508",14913,21.8906884358493,0,28
"509",14916,21.4672370890994,0,98
"510",14932,26.4497024199299,0,16
"511",14944,0,0,42
"512",14952,42.4295339124867,33.3333333333333,18
"513",14961,84.8394231748665,66.6666666666667,72
"514",14976,11.34660438585,0,94
"515",14978,22.5738857117912,0,86
"516",14985,9.05909401784025,0,30
"517",14987,11.8740996202034,0,16
"518",15002,64.9837749741709,33.3333333333333,70
"519",15005,41.4400256108031,100,78
"520",15012,13.9011364793877,0,0
"521",15018,8.09432342369872,0,12
"522",15021,13.7978201714178,66.6666666666667,14
"523",15023,75.5154901703992,33.3333333333333,96
"524",15024,35.740166761252,33.3333333333333,12
"525",15028,13.5307984458899,0,10
"526",15032,83.4533839728758,33.3333333333333,14
"527",15033,41.4771321721162,0,88
"528",15034,83.4533839728758,33.3333333333333,70
"529",15038,9.1987893074897,0,8
"530",15039,83.4533839728758,100,98
"531",15044,83.4533839728758,100,80
"532",15046,56.0381833791708,33.3333333333333,92
"533",15048,7.18121098354215,0,10
"534",15059,13.2987005427744,0,78
"535",15061,83.4533839728758,100,96
"536",15062,15.2122349791185,0,28
"537",15070,7.72689570873532,0,2
"538",15078,58.7811585978085,100,38
"539",15079,10.3279928988228,0,16
"540",15081,8.08704762736281,0,12
"541",15093,83.4533839728758,66.6666666666667,70
"542",15100,46.2085825293578,100,86
"543",15101,6.89599976717452,33.3333333333333,72
"544",15107,15.0507123004613,100,86
"545",15111,20.9906724290974,0,2
"546",15139,8.88374732614485,0,74
"547",15157,76.7756580957786,33.3333333333333,32
"548",15159,83.4533839728758,66.6666666666667,88
"549",15160,11.5073994848736,0,32
"550",15164,12.6155032668326,0,68
"551",15165,35.487696628396,0,0
"552",15171,75.2681130949782,33.3333333333333,98
"553",15179,0,0,18
"554",15180,6.36632179392034,0,12
"555",15181,0,33.3333333333333,26
"556",15189,30.4477525065118,0,82
"557",15192,22.9187584581132,0,16
"558",15194,83.4533839728758,100,82
"559",15197,9.97511677653119,33.3333333333333,84
"560",15204,23.0337160402206,0,32
"561",15208,4.75837080368446,0,40
"562",15211,27.8713930239665,0,16
"563",15213,22.7877941240669,0,88
"564",15221,8.30168361927213,33.3333333333333,14
"565",15224,22.5898924637302,66.6666666666667,30
"566",15235,58.7367762401595,100,70
"567",15240,0,0,4
"568",15246,13.5329811847907,0,30
"569",15260,30.5947235924972,33.3333333333333,2
"570",15262,13.0200375431091,0,100
"571",15266,8.6800250287394,0,70
"572",15271,26.5457429315639,33.3333333333333,72
"573",15279,20.1837866154451,33.3333333333333,38
"574",15281,56.7817697647007,0,80
"575",15288,12.0523566304332,0,16
"576",15290,40.3151874972716,66.6666666666667,88
"577",15291,99.3466334890354,100,96
"578",15296,87.260808195457,0,94
"579",15298,63.523522649554,66.6666666666667,98
"580",15299,83.4533839728758,66.6666666666667,2
"581",15301,48.9930297871102,0,10
"582",15304,8.96014318767189,0,10
"583",15311,83.4533839728758,100,98
"584",15312,20.808049941066,33.3333333333333,38
"585",15316,12.0050639542498,0,94
"586",15326,22.6793847586618,0,80
"587",15329,0,0,16
"588",15332,83.4533839728758,100,14
"589",15346,18.3655651111014,0,82
"590",15347,14.6680054131925,0,14
"591",15350,8.41445846247872,0,0
"592",15351,19.0102006664629,33.3333333333333,8
"593",15353,22.6750192808603,0,12
"594",15356,26.5959459262816,33.3333333333333,26
"595",15358,92.676183408274,100,70
"596",15361,30.4797660103898,0,24
"597",15363,23.7190960550632,0,2
"598",15366,7.67887545291832,0,30
"599",15370,13.4020168507443,0,82
"600",15373,24.3229871509437,66.6666666666667,68
"601",15379,83.4533839728758,100,100
"602",15380,16.7416073689265,0,16
"603",15384,21.6032944805809,33.3333333333333,28
"604",15392,23.2228867449542,33.3333333333333,30
"605",15394,42.7569447476026,0,30
"606",15395,7.81784316293418,0,96
"607",15422,7.10845302018306,33.3333333333333,100
"608",15426,29.5739293665692,33.3333333333333,10
"609",15447,11.2898531744299,0,86
"610",15454,13.030951237613,0,22
"611",15456,17.6961918481978,0,28
"612",15460,15.7710161377163,0,38
"613",15464,76.3121898691812,0,70
"614",15465,91.5404316002386,66.6666666666667,78
"615",15468,0,0,26
"616",15482,52.6505726051716,33.3333333333333,30
"617",15485,93.0305146898328,33.3333333333333,74
"618",15498,83.4533839728758,100,100
"619",15502,39.5803320673448,100,10
"620",15503,10.7019688304885,0,22
"621",15510,18.1894908397724,0,86
"622",15512,7.36310589193987,0,28
"623",15513,83.4533839728758,100,96
"624",15514,51.5446515621135,100,26
"625",15518,27.219481672269,100,82
"626",15525,22.840907437319,0,0
"627",15527,16.1086130877024,0,38
"628",15529,41.5367937020707,66.6666666666667,100
"629",15532,25.9273002430116,0,30
"630",15535,15.7186304040977,100,92
"631",15544,25.7956083293316,0,2
"632",15545,9.8463351813856,0,4
"633",15547,55.8322783428646,0,22
"634",15555,71.6462216789628,100,24
"635",15562,9.78958396996551,0,44
"636",15563,19.6584741199924,0,30
"637",15569,20.9906724290974,0,82
"638",15570,83.4533839728758,100,88
"639",15574,42.9381120763668,66.6666666666667,30
"640",15581,23.7161857365289,100,40
"641",15587,25.0927664032828,0,44
"642",15596,56.5671337727914,33.3333333333333,94
"643",15601,83.4533839728758,66.6666666666667,74
"644",15602,1.73236710757993,100,82
"645",15605,14.1768891605186,0,0
"646",15606,22.2348336025378,0,98
"647",15607,7.62212424149823,0,74
"648",15611,7.5850176801851,0,78
"649",15615,83.4533839728758,100,88
"650",15620,30.8850278663,0,30
"651",15626,20.5090147116602,0,88
"652",15628,23.2228867449542,0,14
"653",15640,83.4533839728758,100,82
"654",15641,22.4363731610425,0,28
"655",15646,13.8094614455552,0,2
"656",15649,59.3704981010172,33.3333333333333,74
"657",15658,22.2784883805532,0,2
"658",15660,15.2282417310575,0,16
"659",15661,8.4399237496544,0,70
"660",15664,0,0,28
"661",15673,70.571586560149,0,92
"662",15680,34.8430610730344,0,14
"663",15687,25.7199400474382,0,86
"664",15689,7.53044920766578,0,24
"665",15694,90.5923953376697,100,86
"666",15696,35.9024170195428,0,94
"667",15708,56.3241221751721,66.6666666666667,78
"668",15713,11.7285836934853,33.3333333333333,26
"669",15716,39.8058817537579,0,8
"670",15719,31.5071084530202,0,72
"671",15723,14.7771423582311,0,18
"672",15727,83.4533839728758,33.3333333333333,84
"673",15732,10.0478747398903,0,2
"674",15738,46.7979220325665,66.6666666666667,94
"675",15749,83.4533839728758,33.3333333333333,82
"676",15750,23.7387407051702,66.6666666666667,16
"677",15752,18.8916051861876,0,2
"678",15759,7.07498435703788,0,30
"679",15769,83.4533839728758,66.6666666666667,74
"680",15777,24.7413454402584,33.3333333333333,30
"681",15780,12.8890732090627,0,32
"682",15789,25.5598725280482,0,30
"683",15799,23.2985550268477,0,78
"684",15805,26.9786528135504,0,18
"685",15808,83.4533839728758,100,68
"686",15811,31.9261943219685,33.3333333333333,32
"687",15822,32.0280554706713,0,28
"688",15823,0,33.3333333333333,72
"689",15827,13.891677944151,33.3333333333333,2
"690",15831,18.6216731421254,33.3333333333333,98
"691",15834,0,0,2
"692",15835,21.9081503470555,0,86
"693",15838,49.235313805096,33.3333333333333,12
"694",15841,24.1265406498741,0,70
"695",15845,22.0718557646134,0,72
"696",15854,32.3263631204435,33.3333333333333,88
"697",15856,83.4533839728758,100,44
"698",15858,27.9339648724553,0,12
"699",15860,7.46933251844414,0,10
"700",15862,25.7730533606903,0,0
"701",15867,57.7996536720944,100,80
"702",15880,22.7936147611356,33.3333333333333,8
"703",15881,8.32714890644781,66.6666666666667,24
"704",15882,25.4885697239563,66.6666666666667,10
"705",15889,21.67605244394,0,8
"706",15894,11.4040831769037,0,8
"707",15898,37.9571019048035,33.3333333333333,12
"708",15899,4.09263543894879,0,10
"709",15916,40.5087236798067,100,86
"710",15919,19.6970358405727,0,10
"711",15922,26.454795477365,33.3333333333333,2
"712",15923,9.24608198367311,0,2
"713",15938,5.44957145559582,0,100
"714",15939,55.4459335574279,33.3333333333333,96
"715",15945,13.1691913679952,0,16
"716",15950,31.2000698476448,0,28
"717",15953,28.6149794094964,66.6666666666667,84
"718",15955,41.6452030674757,0,2
"719",15965,11.3640662970562,0,12
